,model_name,data_name,mbpp_4shot,math-0shot,gsm8k-4shot,humaneval-0shot,hellaswag-10shot,nq-1shot,BoolQ-5shot,mmlu-5shot,lora,epoch,data_size,lr_strategy,mtbench-total,mtbench-writing,mtbench-roleplay,mtbench-reasoning,mtbench-math,mtbench-coding,mtbench-extraction,mtbench-stem,mtbench-humanities,alpaca_eval_v2-total,mbpp-0shot,gsm8k-0shot,nq-0shot,nq-5shot,nq-25shot,BoolQ-0shot,hellaswag-0shot,mmlu-0shot,Truthful_QA-0shot,LongBench-v2-0shot,jmmlu-0shot,cmmlu-0shot
309,LLM-jp-3-7B,code_alpaca,3.5,0.72,11.75,0.0,33.79,15.29,54.28,30.227900552486187,false,8,20000.0,constant,2.54,2.5,3.4,2.4,1.3,1.7,1.9,3.2,3.9,2.5,1.17,3.18,16.51,23.16,23.02,52.87,20.27,31.93649122807017,0.07,,29.34,26.1755223880597
310,OLMo-7B-hf,code_alpaca,3.89,1.04,6.67,4.27,25.47,2.6,62.08,23.466315789473683,false,8,1000.0,constant,2.45,1.8,3.8,2.2,1.3,1.8,1.9,3.3,3.5,1.25,1.95,3.87,24.13,6.76,21.52,61.04,24.8,25.998070175438595,0.12,,18.7222807017544,20.69253731343284
311,LLM-jp-3-7B,code_alpaca,1.95,0.56,11.6,3.05,28.06,11.05,54.71,26.41718232044199,false,9,1000.0,constant,2.6,2.7,3.9,2.0,1.4,1.4,2.6,3.0,3.8,1.75,0.78,3.56,16.7,17.26,8.84,59.11,22.82,29.232982456140352,0.06,,28.401052631578946,20.294776119402982
312,LLM-jp-3-7B,code_alpaca,0.78,0.44,12.59,0.0,13.29,7.45,50.7,18.41977900552486,false,3,1000.0,constant,1.93,1.8,2.6,1.6,1.3,1.3,1.8,2.1,2.9,0.62,1.17,2.81,17.06,8.86,5.4,59.36,24.82,25.739824561403505,0.08,,26.72824561403509,20.51402985074627
313,LLM-jp-3-7B,code_alpaca,8.56,0.7,13.19,4.27,32.36,17.7,70.67,29.313812154696137,false,3,20000.0,constant,2.29,2.3,3.1,1.7,1.5,1.5,2.2,2.8,3.2,1.13,1.17,4.25,17.67,23.27,21.44,61.87,24.2,29.644736842105264,0.09,,29.59315789473684,24.60194029850745
314,LLM-jp-3-7B,code_alpaca,3.5,0.74,12.74,4.27,33.63,17.26,68.32,29.898121546961324,false,4,20000.0,constant,2.36,2.0,4.1,1.7,1.2,1.5,2.0,2.9,3.5,1.13,1.56,3.56,17.45,23.8,22.77,60.43,21.93,31.04684210526316,0.07,,29.22315789473684,25.074776119402983
315,LLM-jp-3-7B,code_alpaca,3.5,0.8,10.61,6.1,23.64,6.7,65.84,24.705248618784527,false,1,20000.0,constant,1.67,1.5,1.9,1.8,1.3,1.22,1.8,1.8,2.0,0.12,1.17,4.02,20.86,17.09,13.52,62.69,25.75,26.137017543859653,0.11,,28.75859649122807,21.512686567164177
316,LLM-jp-3-7B,code_alpaca,1.56,0.6,12.36,0.0,33.84,16.65,63.49,30.26011049723757,false,5,20000.0,constant,2.29,1.7,3.0,2.2,1.3,1.4,2.3,3.0,3.4,1.5,0.0,4.25,17.37,23.57,22.74,61.77,22.58,31.557894736842105,0.07,,29.378245614035087,26.016417910447764
317,LLM-jp-3-7B,code_alpaca,3.5,0.68,12.36,6.71,31.59,16.43,68.04,28.04569060773481,false,2,20000.0,constant,2.16,1.5,2.4,2.5,1.3,1.5,2.3,2.6,3.2,0.75,0.78,4.32,17.92,22.6,20.19,62.14,25.68,27.82859649122807,0.1,,28.6261403508772,23.31477611940299
318,LLM-jp-3-7B,code_alpaca,4.28,0.68,11.83,0.0,33.98,15.98,58.04,30.18303867403315,false,9,20000.0,constant,2.81,2.4,3.8,2.4,1.5,1.89,2.1,3.2,5.1,2.5,1.56,3.26,16.76,22.55,22.77,53.49,20.16,32.25666666666667,0.08,,29.026140350877192,25.970149253731343
319,LLM-jp-3-7B,code_alpaca,3.11,0.66,12.05,3.05,18.74,4.88,63.09,20.80309392265193,false,4,1000.0,constant,2.09,2.1,3.0,1.8,1.4,1.11,2.4,2.0,2.8,0.87,2.33,3.26,18.14,6.9,4.16,57.71,24.04,26.749298245614032,0.09,,25.490350877192984,18.69567164179104
320,LLM-jp-3-7B,code_alpaca,3.11,0.58,12.13,0.0,33.77,16.84,61.28,29.71254143646409,false,10,20000.0,constant,2.63,2.3,4.6,2.4,1.3,1.44,2.2,3.4,3.3,2.62,0.39,2.5,17.2,22.77,22.11,52.6,20.6,32.92035087719299,0.08,,28.555087719298243,25.253582089552243
321,OLMo-7B-hf,code_alpaca,3.89,0.8,5.23,4.88,24.72,0.3,62.14,20.66175438596491,false,7,20000.0,constant,1.9,1.4,2.6,1.7,1.2,1.62,1.8,2.4,2.4,0.87,1.17,2.2,22.71,1.72,13.77,61.93,25.18,25.72614035087719,0.12,,22.43719298245614,23.834925373134325
322,LLM-jp-3-7B,code_alpaca,5.84,0.28,12.28,2.44,8.74,6.68,0.03,14.914696132596683,false,1,1000.0,constant,1.81,1.7,2.9,1.0,1.2,1.0,1.9,2.7,2.1,0.12,1.56,3.41,17.09,10.25,3.77,55.84,23.51,27.41824561403509,0.04,,21.05649122807017,22.155223880597013
323,OLMo-7B-hf,code_alpaca,1.95,0.94,3.71,6.71,24.42,0.3,62.05,18.14982456140351,false,9,20000.0,constant,1.89,1.5,2.1,1.8,1.2,2.0,2.2,1.8,2.5,0.87,0.39,2.35,22.69,0.58,4.35,61.93,25.03,24.21087719298246,0.13,,22.566666666666663,22.36044776119403
324,Qwen2.5-7B,code_alpaca,69.26,25.98,79.08,0.0,48.63,14.76,7.37,48.080718232044205,false,7,1000.0,constant,4.8,4.4,5.7,5.3,4.5,3.0,4.7,4.4,6.4,4.85,3.89,56.33,11.63,26.57,22.47,13.06,84.97,49.80263157894736,0.03,,50.105964912280704,39.2576119402985
325,Meta-Llama-3-8B,code_alpaca,0.0,7.72,51.55,4.88,49.5,16.7,26.79,32.70883977900552,false,10,1000.0,cosine,3.56,4.1,4.3,3.2,2.7,2.7,3.7,3.4,4.4,3.74,20.62,24.34,18.03,24.99,27.15,16.51,26.92,36.16035087719298,0.12,,19.53070175438597,21.99223880597016
326,OLMo-7B-hf,code_alpaca,4.67,1.56,4.4,10.98,25.8,0.28,62.17,25.00824561403509,false,1,20000.0,constant,1.61,1.3,1.7,1.4,1.2,1.8,2.2,1.9,1.4,0.25,11.28,2.96,27.04,3.1,21.0,62.26,25.09,24.40421052631579,0.15,,19.07877192982456,22.680298507462684
327,Mistral-7B-v0.1,code_alpaca,7.78,5.96,42.99,3.05,37.91,27.76,80.31,38.22348066298343,false,10,1000.0,cosine,3.81,3.7,4.7,3.7,2.8,2.8,3.5,4.5,4.8,4.35,5.84,16.98,27.09,17.15,12.83,74.4,38.91,44.92701754385965,0.1,,28.03315789473684,30.523134328358204
328,LLM-jp-3-7B,code_alpaca,3.11,0.46,13.12,3.66,27.67,6.81,54.31,24.15877192982456,false,10,1000.0,cosine,2.02,1.4,2.7,1.4,1.4,1.4,2.1,2.7,3.1,0.5,1.56,3.41,17.09,10.25,3.77,55.84,23.51,27.41824561403509,0.09,,26.050701754385965,17.81835820895522
329,Qwen2.5-7B,code_alpaca,68.87,27.54,81.58,0.0,49.62,16.93,5.29,48.53972375690607,false,4,1000.0,constant,4.65,5.2,5.9,4.5,4.0,2.9,4.0,4.6,6.1,5.12,11.67,63.46,10.66,27.34,23.16,7.25,84.88,48.82526315789474,0.03,,45.92824561403509,44.17567164179104
330,Qwen2.5-7B,code_alpaca,67.32,26.36,78.7,0.0,43.71,14.43,9.17,46.573259668508285,false,9,1000.0,constant,4.35,4.5,5.8,5.0,3.0,3.1,4.0,3.4,6.0,6.22,4.28,53.15,12.83,26.51,22.71,22.17,84.92,52.18578947368421,0.03,,50.7580701754386,36.32313432835821
331,Qwen2.5-7B,code_alpaca,68.48,26.76,80.82,0.0,47.31,15.96,3.85,46.98049723756907,false,5,1000.0,constant,4.65,5.1,5.5,4.7,4.4,3.5,4.2,3.8,6.0,5.24,6.23,60.35,10.8,27.06,22.88,8.96,84.83,48.255087719298245,0.04,,45.60368421052631,41.036865671641785
332,Meta-Llama-3-8B,code_alpaca,0.78,7.04,52.39,0.0,57.06,27.95,40.86,40.97546961325967,true,10,1000.0,cosine,3.74,3.3,4.7,3.2,2.5,3.0,4.0,4.1,5.1,3.61,0.78,19.94,28.09,30.91,32.99,54.92,63.46,55.21684210526316,0.18,,37.7080701754386,28.86880597014925
333,OLMo-7B-hf,code_alpaca,3.11,0.92,5.53,2.44,25.64,0.61,62.14,23.492631578947368,false,4,20000.0,constant,2.3,2.0,3.0,2.0,1.3,2.2,2.0,2.8,3.1,1.86,5.84,3.18,22.63,8.89,23.05,61.74,25.14,25.539122807017545,0.12,,23.710350877192987,24.167313432835822
334,Yi-1.5-9B,code_alpaca,60.7,22.8,62.93,33.54,66.83,9.22,79.48,58.90204419889502,false,10,1000.0,cosine,3.2,2.4,3.6,2.5,3.5,3.78,3.3,3.6,3.0,4.61,26.07,49.28,13.05,7.31,7.06,65.6,69.51,62.53824561403509,0.12,,48.16666666666666,64.02925373134329
335,Qwen2.5-7B,code_alpaca,22.57,28.68,74.3,0.0,74.93,24.82,43.55,56.10784530386741,false,10,20000.0,constant,4.29,3.2,5.5,3.1,4.7,3.0,4.0,4.8,6.0,4.24,8.56,66.64,24.27,27.04,24.38,59.66,84.09,63.71614035087719,0.11,,53.82473684210527,50.78970149253732
336,OLMo-7B-hf,code_alpaca,8.56,0.92,6.22,6.1,25.99,0.55,62.11,22.67280701754386,false,2,1000.0,constant,2.09,1.3,2.5,2.1,1.1,1.67,2.0,2.7,3.3,0.62,1.17,3.64,26.04,11.05,23.8,49.66,23.38,24.80157894736842,0.14,,15.667017543859648,12.35820895522388
337,Qwen2.5-7B,code_alpaca,57.2,28.84,76.95,0.0,77.65,24.68,39.57,56.36762430939227,false,3,20000.0,constant,4.62,4.3,5.3,4.0,3.5,2.9,5.3,5.0,6.7,4.24,22.96,72.33,21.97,27.89,26.04,20.03,84.47,61.16561403508772,0.11,,49.97701754385965,54.30880597014925
338,OLMo-7B-hf,code_alpaca,3.11,1.2,7.43,6.1,25.8,2.71,62.14,23.16631578947369,false,5,1000.0,constant,2.49,2.0,3.6,2.2,1.33,1.8,2.1,3.3,3.5,1.49,2.33,3.18,24.85,7.65,22.13,57.46,24.61,25.181754385964915,0.13,,15.905087719298246,14.152537313432836
339,OLMo-7B-hf,code_alpaca,1.17,0.88,4.93,6.1,25.45,0.28,62.14,24.03456140350877,false,5,20000.0,constant,2.14,1.3,2.5,2.4,1.2,1.67,2.1,2.4,3.5,0.87,0.0,2.65,23.6,2.44,18.06,61.22,25.0,25.80719298245614,0.13,,23.462982456140352,24.18686567164179
340,OLMo-7B-hf,code_alpaca,7.39,1.22,7.88,4.88,25.74,1.72,62.11,24.002982456140348,false,3,1000.0,constant,2.34,2.0,3.0,2.4,1.3,1.9,2.3,3.2,2.6,0.75,1.56,3.34,26.73,8.59,23.71,52.94,24.14,24.817894736842103,0.14,,15.132982456140349,15.989402985074626
341,LLM-jp-3-7B,code_alpaca,1.56,0.54,11.98,1.83,24.17,7.45,57.31,23.44099447513812,false,6,1000.0,constant,2.33,2.2,3.0,1.6,1.4,1.2,2.5,3.4,3.3,0.75,0.39,3.79,17.45,10.53,4.82,58.1,23.32,27.19526315789474,0.08,,25.86035087719298,18.34522388059701
342,Qwen2.5-7B,code_alpaca,71.98,25.8,79.23,0.0,55.98,16.29,5.66,47.813591160220994,false,10,1000.0,cosine,4.61,4.8,6.0,4.9,3.2,3.2,4.2,4.1,6.5,4.84,5.45,59.29,11.0,27.23,23.02,9.14,85.08,49.75877192982456,0.03,,47.32140350877192,41.26014925373135
343,llama-3-chinese-8b,code_alpaca,5.06,8.8,42.84,0.61,38.34,22.13,73.73,40.69585635359116,false,10,1000.0,cosine,2.76,2.5,2.5,2.7,1.6,4.0,2.9,2.5,3.4,1.26,28.4,14.78,16.48,27.76,25.79,69.27,35.75,39.62035087719298,0.13,0.0,29.125789473684208,36.56179104477612
344,Llama-3-Swallow-8B-v0.1,code_alpaca,49.42,10.02,49.73,0.0,48.36,31.75,76.79,41.48011049723757,true,10,1000.0,cosine,3.58,5.1,4.2,2.9,1.8,2.44,3.1,3.5,5.5,3.03,14.4,20.09,26.34,30.53,29.67,72.57,54.61,52.46719298245614,0.16,,31.837719298245613,37.70880597014925
345,Qwen2.5-7B,code_alpaca,71.21,27.4,80.59,0.0,48.45,14.79,5.5,45.79872928176796,false,6,1000.0,constant,4.68,4.4,6.4,4.4,4.0,3.56,4.5,4.0,6.1,4.86,5.45,58.76,11.19,27.12,23.07,6.82,84.51,47.51298245614036,0.03,,47.99263157894737,35.44477611940298
346,Qwen2.5-7B,code_alpaca,49.42,31.88,76.42,0.0,67.86,24.35,18.96,54.31972375690609,false,2,20000.0,constant,4.59,4.9,5.5,4.5,4.3,3.44,4.8,3.9,5.3,2.75,17.12,73.54,20.08,28.34,26.4,18.78,83.63,60.4619298245614,0.09,,46.40877192982457,54.30850746268656
347,Qwen2.5-7B,code_alpaca,35.8,26.2,72.71,0.0,81.7,24.24,58.99,58.19502762430939,false,5,20000.0,constant,4.34,3.7,5.7,3.3,3.2,2.9,4.9,5.1,5.9,4.12,9.34,67.85,24.29,27.51,25.15,45.78,84.63,64.07684210526315,0.12,,54.57877192982456,54.21656716417911
348,OLMo-7B-hf,code_alpaca,5.45,1.06,7.13,4.27,21.76,0.22,0.0,3.279298245614035,true,10,1000.0,cosine,2.6,2.0,4.0,2.7,1.5,2.0,2.2,3.4,3.0,1.74,4.28,4.09,21.55,0.22,0.22,61.99,24.58,24.586491228070173,0.1,,22.13964912280702,18.42835820895522
349,Gemma2-9B,code_alpaca,14.79,23.14,69.98,16.46,34.9,16.76,79.94,53.34121546961325,false,10,1000.0,cosine,4.29,3.9,5.6,4.3,3.3,2.7,4.8,3.8,5.9,5.47,8.17,45.79,18.14,12.11,10.22,34.71,52.23,64.89666666666668,0.09,,48.21245614035088,51.33835820895523
350,Qwen2.5-7B,code_alpaca,45.91,26.46,75.59,0.0,76.94,24.16,40.46,54.64524861878453,false,4,20000.0,constant,4.54,4.6,5.3,4.1,3.6,3.3,4.1,5.3,6.0,4.11,10.51,68.99,21.99,27.95,25.51,9.14,84.09,62.43140350877193,0.11,,52.87614035087719,47.68492537313433
351,OLMo-7B-hf,code_alpaca,6.61,0.9,6.52,3.05,25.67,3.19,62.11,22.92421052631579,false,10,1000.0,constant,2.55,2.1,4.2,2.4,1.4,1.7,1.7,3.5,3.4,1.12,3.11,3.56,25.04,7.51,22.05,57.92,24.44,25.779122807017544,0.13,,17.330877192982456,14.21597014925373
352,LLM-jp-3-7B,code_alpaca,3.5,0.32,11.83,3.05,11.32,7.87,17.61,17.03127071823204,false,2,1000.0,constant,1.91,1.7,3.3,1.2,1.1,1.5,1.8,2.3,2.4,0.25,0.39,4.09,15.32,8.31,4.16,61.99,25.35,24.75894736842105,0.07,,27.44263157894737,21.005671641791043
353,OLMo-7B-hf,code_alpaca,6.23,1.22,5.69,10.37,24.73,1.47,62.17,22.358245614035088,false,3,20000.0,constant,2.21,1.9,3.2,2.2,1.1,1.7,1.9,2.7,3.0,1.74,1.56,2.65,23.71,17.84,24.63,61.16,25.15,26.06122807017544,0.12,,22.997894736842103,23.271492537313435
354,Yi-1.5-9B,code_alpaca,61.87,20.88,63.61,25.0,62.05,8.61,82.69,55.20303867403315,true,10,1000.0,cosine,3.7,3.5,3.7,2.9,3.7,3.67,2.9,4.1,5.1,3.86,23.35,54.06,15.51,8.84,7.12,68.26,70.23,60.66736842105263,0.11,,45.63877192982455,61.533731343283584
355,OLMo-7B-hf,code_alpaca,2.33,1.1,6.9,3.05,25.6,2.02,62.11,23.50982456140351,false,4,1000.0,constant,2.42,1.4,3.0,2.7,1.4,1.56,2.2,3.2,3.8,1.12,1.17,4.62,25.54,6.65,22.52,55.6,24.29,25.390526315789472,0.13,,16.426315789473687,14.973731343283582
356,OLMo-7B-hf,code_alpaca,2.33,1.34,4.32,7.93,25.01,0.39,62.14,20.99210526315789,false,10,20000.0,constant,1.98,1.6,2.1,2.0,1.2,1.6,2.1,2.2,3.0,1.12,0.78,3.41,21.91,1.69,13.19,61.77,25.02,26.210350877192983,0.14,,22.77473684210526,23.039701492537308
357,Qwen2.5-7B,code_alpaca,50.97,27.16,71.65,0.0,73.4,24.63,46.82,54.6738674033149,false,8,20000.0,constant,4.6,4.0,6.2,3.7,4.9,2.6,5.2,4.4,5.8,5.24,6.23,67.25,24.1,27.59,24.63,65.26,83.66,60.33859649122807,0.1,,53.634035087719305,47.92671641791045
358,Sarashina2-7B,code_alpaca,36.19,1.14,14.94,1.22,15.43,15.68,9.6,19.393591160221,false,10,1000.0,cosine,2.15,2.0,2.3,1.7,1.2,2.1,2.7,2.7,2.5,0.62,8.56,4.78,18.09,16.29,16.09,39.39,26.86,27.77,0.09,,21.30526315789474,28.13283582089552
359,Qwen2.5-7B,code_alpaca,68.48,26.66,79.91,0.0,49.59,20.06,4.74,47.88132596685083,false,3,1000.0,constant,4.62,4.3,6.8,4.5,4.0,2.7,4.5,4.4,5.8,5.23,11.67,63.76,10.17,27.15,22.55,9.85,84.52,49.22701754385965,0.04,,41.81631578947368,49.48298507462686
360,OLMo-7B-hf,code_alpaca,6.61,0.46,3.64,3.66,25.05,1.63,61.9,22.81315789473684,false,10,1000.0,cosine,2.46,1.9,3.4,2.3,1.3,1.6,2.4,3.1,3.7,1.49,3.11,3.56,25.04,7.51,22.05,57.92,24.44,25.779122807017544,0.13,0.0,17.330877192982456,14.21597014925373
361,OLMo-7B-hf,code_alpaca,5.06,0.46,6.14,5.49,24.72,2.11,22.17,5.984035087719298,false,1,1000.0,constant,1.59,1.0,1.9,1.8,1.0,1.6,1.5,2.0,1.9,0.25,2.33,2.88,25.18,14.9,23.99,58.62,24.32,23.39649122807018,0.13,,16.556491228070175,10.482985074626866
362,Qwen2.5-7B,code_alpaca,57.98,33.08,77.56,0.0,65.97,22.77,9.33,52.32955801104973,false,1,20000.0,constant,4.19,4.0,4.9,4.1,4.3,2.8,4.4,3.5,5.5,3.12,13.62,79.0,15.07,28.17,26.01,5.6,81.16,58.9461403508772,0.08,,43.59350877192983,52.36537313432835
363,Qwen2.5-7B,code_alpaca,68.09,27.3,77.56,0.0,44.85,15.35,12.45,45.19342541436464,false,10,1000.0,constant,4.86,5.5,6.5,5.0,2.4,3.5,4.5,4.8,6.7,5.73,10.89,54.74,13.82,26.48,22.94,15.78,84.45,50.36105263157896,0.04,,53.38140350877193,30.60074626865672
364,OLMo-7B-hf,flan_comprehension,0.39,0.22,1.74,0.0,23.97,1.22,0.24,4.355087719298245,false,6,20000.0,constant,1.03,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.1,0.12,1.95,1.9,5.82,4.88,9.61,18.59,23.57,24.8719298245614,0.05,,24.04192982456141,5.547611940298508
365,Qwen2.5-7B,flan_comprehension,70.04,15.78,74.22,0.61,26.9,19.11,12.05,42.02281767955801,false,10,20000.0,constant,3.44,2.8,4.6,2.9,3.7,3.5,3.4,2.8,3.8,1.5,65.76,53.22,17.4,25.6,23.6,11.44,9.25,29.4621052631579,0.02,,41.42719298245614,29.038656716417908
366,LLM-jp-3-7B,flan_comprehension,2.33,0.5,10.01,1.22,15.56,8.01,2.66,9.669060773480664,false,3,1000.0,constant,1.23,1.1,1.1,1.4,1.1,1.2,1.3,1.3,1.3,0.25,0.0,2.96,8.09,21.05,22.8,12.94,10.82,24.035087719298247,0.02,,14.827719298245611,9.02805970149254
367,Qwen2.5-7B,flan_comprehension,73.15,29.02,77.41,0.61,54.78,20.86,6.85,52.8535359116022,false,10,1000.0,constant,3.01,2.7,3.7,3.2,2.5,3.0,3.5,2.4,3.1,2.12,58.75,59.06,18.34,26.4,22.63,31.04,59.43,38.93807017543859,0.01,,43.34157894736842,53.34507462686568
368,Qwen2.5-7B,flan_comprehension,73.15,28.1,77.63,0.61,54.25,21.0,7.09,52.06602209944751,false,9,1000.0,constant,3.67,4.9,4.2,4.1,3.5,3.4,3.1,2.9,3.3,2.5,57.59,56.48,18.75,26.2,22.11,32.72,59.91,36.68122807017544,0.02,,41.8259649122807,52.08074626865672
369,Sarashina2-7B,flan_comprehension,29.18,0.3,12.05,0.0,19.81,13.41,2.51,12.217292817679558,true,10,1000.0,cosine,1.45,1.4,1.5,1.1,1.0,1.3,1.9,1.7,1.7,0.12,27.24,5.08,12.8,13.63,16.65,21.38,25.09,25.51175438596491,0.03,,26.3019298245614,3.1525373134328363
370,LLM-jp-3-7B,flan_comprehension,3.5,0.34,5.99,0.0,12.47,6.7,7.19,8.843204419889503,false,2,20000.0,constant,1.04,1.1,1.0,1.0,1.1,1.0,1.1,1.0,1.0,0.0,0.0,3.26,9.42,19.53,21.19,12.48,7.02,23.975964912280705,0.02,,16.812280701754386,1.6168656716417908
371,Qwen2.5-7B,flan_comprehension,72.37,8.82,77.18,0.0,21.69,17.78,12.11,37.40497237569061,false,1,20000.0,constant,2.48,1.6,2.3,2.1,2.9,3.5,3.5,1.8,2.1,1.88,66.93,53.83,14.63,22.24,19.22,7.58,14.84,23.66561403508772,0.01,,27.20561403508772,36.30313432835821
372,Qwen2.5-7B,flan_comprehension,70.43,18.64,73.62,0.0,20.62,15.51,13.55,40.07055248618784,false,8,20000.0,constant,3.11,3.0,3.3,2.4,2.5,3.7,3.3,2.5,4.2,1.13,50.97,53.15,16.12,22.63,20.78,11.62,9.86,35.42473684210526,0.01,,42.43526315789474,28.68970149253731
373,Qwen2.5-7B,flan_comprehension,73.93,22.16,78.7,51.83,44.02,19.28,0.86,44.1857458563536,false,1,1000.0,constant,3.39,3.4,4.3,3.0,3.7,2.2,4.1,3.1,3.3,1.99,61.87,59.59,17.06,25.62,20.39,28.72,59.26,20.15824561403509,0.03,,39.736315789473686,45.496865671641785
374,Qwen2.5-7B,flan_comprehension,73.15,26.34,78.17,0.61,51.44,19.28,6.18,51.9214364640884,false,7,1000.0,constant,3.45,4.7,2.9,3.0,3.8,2.9,4.0,2.5,3.8,2.63,55.64,55.57,18.34,25.82,21.08,38.87,63.44,32.130175438596495,0.01,,42.81877192982456,51.776119402985074
375,OLMo-7B-hf,flan_comprehension,1.95,0.1,1.44,1.83,24.18,0.47,0.15,2.008421052631579,false,10,20000.0,constant,1.03,1.0,1.0,1.0,1.0,1.0,1.1,1.1,1.0,0.0,12.06,2.12,4.1,1.05,6.54,8.44,22.27,24.62052631578948,0.01,,23.289824561403503,5.147611940298508
376,Llama-3-Swallow-8B-v0.1,flan_comprehension,54.09,11.86,52.16,0.0,31.18,24.99,44.53,33.794972375690605,true,10,1000.0,cosine,2.71,2.7,2.5,3.0,1.5,2.0,3.6,2.5,3.9,1.31,29.57,14.25,12.33,12.8,19.42,67.09,35.86,48.88877192982456,0.02,,36.07070175438596,27.279402985074626
377,OLMo-7B-hf,flan_comprehension,0.39,0.06,1.36,1.83,23.89,0.89,0.31,3.8366666666666656,false,9,20000.0,constant,1.04,1.0,1.0,1.0,1.0,1.1,1.1,1.1,1.0,0.0,0.0,2.05,6.23,3.24,9.06,11.28,22.37,25.077192982456143,0.03,,23.98403508771929,5.131641791044776
378,Qwen2.5-7B,flan_comprehension,70.04,16.84,71.87,0.0,25.75,18.17,11.83,41.1514364640884,false,6,20000.0,constant,3.25,3.1,4.3,3.0,4.0,2.5,2.6,2.5,4.0,1.0,38.91,48.22,17.7,24.65,22.33,11.41,8.4,35.40649122807017,0.02,,39.665263157894735,29.330000000000005
379,Qwen2.5-7B,flan_comprehension,70.82,15.58,73.92,0.0,22.83,16.29,12.26,40.46027624309392,false,9,20000.0,constant,3.39,3.0,3.6,3.0,4.0,3.7,3.1,2.8,3.9,1.25,59.53,51.93,16.79,24.63,22.44,11.28,8.36,31.2980701754386,0.02,,41.57771929824561,27.938805970149254
380,Qwen2.5-7B,flan_comprehension,73.93,28.26,77.63,0.61,50.02,19.72,6.51,51.23690607734808,false,6,1000.0,constant,3.41,4.1,4.0,2.6,3.8,2.6,3.7,2.4,4.1,2.37,53.7,55.19,18.06,25.84,20.42,34.34,63.12,30.739824561403505,0.02,,42.89368421052632,50.99910447761194
381,Qwen2.5-7B,flan_comprehension,71.6,21.74,73.92,0.0,25.16,17.37,11.56,44.97961325966852,false,4,20000.0,constant,2.99,2.5,3.5,3.1,2.6,3.1,2.8,2.2,4.1,1.5,51.36,55.12,17.89,23.82,21.47,8.65,10.45,35.23614035087719,0.02,,43.32105263157895,36.687761194029854
382,LLM-jp-3-7B,flan_comprehension,0.39,0.26,7.58,0.0,10.24,7.4,3.12,9.884861878453036,false,7,20000.0,constant,1.11,1.2,1.0,1.0,1.0,1.1,1.3,1.0,1.3,0.0,0.0,2.58,7.51,18.31,18.75,9.02,6.41,24.09175438596491,0.01,,17.821578947368423,1.4140298507462683
383,llama-3-chinese-8b,flan_comprehension,9.34,7.1,41.93,0.0,25.84,26.54,44.8,39.17491712707182,true,10,1000.0,cosine,1.65,1.6,1.7,1.2,1.3,2.2,2.3,1.1,1.8,0.12,13.62,9.63,19.67,26.81,26.18,38.01,29.91,32.00000000000001,0.03,,33.28964912280702,34.83089552238806
384,Qwen2.5-7B,flan_comprehension,71.21,16.8,72.78,0.0,21.08,17.48,12.45,41.017403314917125,false,5,20000.0,constant,3.45,3.5,3.8,3.0,3.7,4.2,2.5,2.9,4.0,1.13,50.58,49.43,17.92,23.66,22.22,10.03,9.27,33.63263157894737,0.02,,42.40070175438598,32.0965671641791
385,Qwen2.5-7B,flan_comprehension,72.76,30.56,78.01,4.88,49.73,18.89,2.78,48.56585635359116,false,3,1000.0,constant,3.1,3.3,3.1,2.7,3.9,3.2,3.4,2.7,2.5,2.37,64.2,58.98,15.4,25.76,19.78,25.05,64.29,26.433157894736844,0.02,,39.83087719298246,49.511343283582086
386,Mistral-7B-v0.1,flan_comprehension,,,,,,31.69,,,true,10,1000.0,cosine,2.35,3.1,2.8,1.3,1.7,2.2,2.8,1.9,3.0,0.92,2.33,8.26,27.26,32.02,18.81,14.46,14.06,26.812280701754386,,,,
387,Qwen2.5-7B,flan_comprehension,71.6,16.9,75.59,0.0,15.01,15.54,11.5,36.0760773480663,false,2,20000.0,constant,2.79,2.4,2.6,2.6,2.9,3.0,2.8,2.1,3.9,1.5,54.86,48.75,15.26,21.52,17.92,8.53,9.79,31.771929824561404,0.02,,37.532982456140346,33.47298507462686
388,LLM-jp-3-7B,flan_comprehension,2.72,0.72,7.81,0.0,17.49,8.12,41.35,14.365966850828729,false,6,1000.0,constant,1.2,1.3,1.4,1.1,1.0,1.0,1.3,1.3,1.2,0.25,0.39,3.41,8.59,22.13,23.71,9.82,10.7,24.17315789473684,0.01,,20.635438596491227,7.889701492537314
389,Meta-Llama-3-8B,flan_comprehension,59.53,8.86,47.16,0.61,38.89,31.88,27.16,36.34513812154697,true,10,1000.0,cosine,2.15,2.5,2.9,1.3,1.7,1.3,2.8,2.3,2.4,1.74,7.0,10.69,22.27,27.73,29.06,16.45,14.19,29.52491228070176,0.02,,16.46263157894737,38.0234328358209
390,Qwen2.5-7B,flan_comprehension,72.76,25.7,77.48,0.0,52.02,19.42,7.37,52.07718232044198,false,8,1000.0,constant,3.23,4.5,2.9,3.1,2.5,3.0,3.4,2.5,3.9,2.62,54.09,53.6,18.42,25.76,21.69,42.39,60.34,32.52807017543859,0.02,,41.68105263157895,52.068208955223874
